title,description,price,phone,location,date,channel,post_link,product_ref,scraped_at
"🍇VASELINE __**🍇** __** ☘️**Detail ☘️Catch the light with golden, bronze shimmer. Unlock glowy, glimm","🍇VASELINE __**🍇** __** ☘️**Detail ☘️Catch the light with golden, bronze shimmer. Unlock glowy, glimmering skin without tanning your skin. ☘️Benefits ☘️Formulated with ultra hydrating lipids and 100% pure cocoa butter Makes skin glowy and glistening without the tint Addicting and irresistible warm vanilla and toasted cocoa butter fragrance ☘️Unique gel oil texture glides easily onto skin and absorbs quickly, without a greasy feel ☘️For the ultimate post shower body care routine, use after Vaseline Cocoa Radiant Lotion ☘️☘️**PRICE 3,800 ☘️☘️SIZE 200 ML ** 📞በ **0911410443** ይደውሉልንt! 🌺🌺**Address: Dembel City Center 1st flor , Shop No. 124🌺🌺** ☘️unlock_your_natural_beauty☘️",3800,0911410443,"**Address: Dembel City Center 1st flor , Shop No. 124🌺🌺**",2025-10-07 12:26:02,@samia_s,https://t.me/Yetal_Search/715,715,2025-10-11 06:27:06
"🍇**PHOERA Body Luminizer__🍇__**__ __** ☘️**BENEFITS: Wrinkle Filler and skin tightener, makes skin l","🍇**PHOERA Body Luminizer__🍇__**__ __** ☘️**BENEFITS: Wrinkle Filler and skin tightener, makes skin look like velvet perfection. Highlights, creates a subtle glow, enhances natural skin tone, a tan that lasts all night. Perfect for spray tans to enhance and even out skin. Diminishes flaws like varicose veins, small stretch marks and discoloration. ☘️MOISTURIZING BODY MAKEUP: Natural oils, botanicals and a hydrating marine extract to enhance the elasticity, texture and vibrancy of skin. ☘️NATURAL INGREDIENTS: Green Tea Extract, white Green Tea extract, Vitamin E, Aloe Vera, Jojoba Oil, Safflower Oil, Olive oil, Kalpariane and Brown Seaweed Extract. ☘️FUNCTIONS: A liquid highlighter cream with illuminating pigments that adds light to the face for a glowing, dewy looking complexion. ☘️HOW TO USE: Apply the highlight drops alone or add a drop into your favorite skincare. ☘️☘️**PRICE 4000 ☘️☘️SIZE 30ml ** 📞በ **0911410443** ይደውሉልንt! 🌺🌺**Address: Dembel City Center 1st flor , Shop No. 124🌺🌺** ☘️unlock_your_natural_beauty☘️",4000,0911410443,"**Address: Dembel City Center 1st flor , Shop No. 124🌺🌺**",2025-10-07 12:26:02,@samia_s,https://t.me/Yetal_Search/709,709,2025-10-11 06:27:07
🍇🍇🍇**Restocked** 🍇🍇🍇 🍇**VAGINAL PROBIOTICS __🍇__**__ __** **VAGINAL PROBIOTICS FOR WOMEN - Our Our v,"🍇🍇🍇**Restocked** 🍇🍇🍇 🍇**VAGINAL PROBIOTICS __🍇__**__ __** **VAGINAL PROBIOTICS FOR WOMEN - Our Our vaginal health gummies support your pH balance, immune defences and vaginal flora in a delicious way.Enjoy 60 Premium Feminine Balance Gummies In Each Pouch, Crafted For Your Daily Wellness.VivoNu Gummies Are Vegan, Gluten-Free And Halal.comprehensively enhance body immunity PREMIUM NATURAL INGREDIENTS - Provitalize for women,we’ve condensed all the benefits of traditional feminine support supplements into a tasty, convenient form. Our premium women's balancing gummies offer a delicious way to support your pH balance, immune defense and vaginal flora FEMININE CARE: High quality female gummies are rich in vitamin C and high-quality probiotics, which can balance the body's pH value, promote a healthier guide microbiota, and promote a healthier, odor free vagina. ☘️☘️**PRICE ☘️☘️SIZE ** 📞በ **0911410443** ይደውሉልንt! 🌺🌺**Address: Dembel City Center 1st flor , Shop No. 124🌺🌺** ☘️unlock_your_natural_beauty☘️",,0911410443,"**Address: Dembel City Center 1st flor , Shop No. 124🌺🌺**",2025-10-07 12:26:00,@samia_s,https://t.me/Yetal_Search/703,703,2025-10-11 06:27:07
**🌺 RESTOCKED** **🌺 ** **FLUORIDE FREE WHITENING TOOTHPASTE WITH HYDROXYAPATITE - 1 PK **Say goodbye,"**🌺 RESTOCKED** **🌺 ** **FLUORIDE FREE WHITENING TOOTHPASTE WITH HYDROXYAPATITE - 1 PK **Say goodbye to surface stains and hello to a naturally brighter smile! This fluoride-free formula rebuilds enamel, tackles plaque and strengthens your teeth with the power of hydroxyapatite and nature’s best ingredients for a fresh, clean feel. PRICE: 📞በ **0911410443** ይደውሉልን! 🌺🌺**Address: Dembel City Center 1st flor , Shop No. 124🌺🌺** ☘️unlock_your_natural_beauty☘️",,0911410443,"**Address: Dembel City Center 1st flor , Shop No. 124🌺🌺**",2025-10-07 12:26:00,@samia_s,https://t.me/Yetal_Search/702,702,2025-10-11 06:27:07
🍇**Mullein Leaf Tea Benefits🍇** **Mullein Leaf Tea Benefits** If you’re seeking a natural remedy to ,"🍇**Mullein Leaf Tea Benefits🍇** **Mullein Leaf Tea Benefits** If you’re seeking a natural remedy to enhance your health, consider indulging in mullein leaf tea. This herbal infusion, derived from the leaves of the mullein plant, is renowned for its medicinal properties and nutritional richness. From respiratory support to skin health, mullein leaf tea offers a plethora of advantages. Let’s explore why incorporating mullein leaf tea into your daily routine can be a beneficial choice for your well-being. ☘️Respiratory Support ☘️Anti-inflammatory Properties ☘️Relief from Digestive Issues ☘️Pain Management ☘️Skin Health ☘️Supports Heart Health ☘️☘️**PRICE 8000 ☘️☘️SIZE 120Tea Bags ** ** ** 📞በ **0911410443** ይደውሉልንt! 🌺🌺**Address: Dembel City Center 1st flor , Shop No. 124🌺🌺** ☘️unlock_your_natural_beauty☘️w",8000,0911410443,"**Address: Dembel City Center 1st flor , Shop No. 124🌺🌺**",2025-10-07 10:58:26,@samia_s,https://t.me/Yetal_Search/692,692,2025-10-11 06:27:07
🍇**Raspberry Leaf Tea🍇** ☘️ RASPBERRY LEAF TEA BAGS WITH HEALTH BENEFITS: Raspberry is renowned for ,"🍇**Raspberry Leaf Tea🍇** ☘️ RASPBERRY LEAF TEA BAGS WITH HEALTH BENEFITS: Raspberry is renowned for its high levels of antioxidants. ☘️ 100% PURE FROM DRIED RASPBERRY LEAVES: We offer this herb tea in pure, No Blend, No Mix. ☘️ A SUSTAINABLE FARMING TO SUPPORT COMMUNITY: Our experienced farmers adopt methods that minimize the environmental impact of agriculture. ☘️ RASPBERRY TEA BAS MADE BY A HAND-MADE PROCESS: Raspberry leavess are picked at their flavorful/colorful peak and naturally sun-dried to perfection. ☘️ BIODEGRADABLE TEA BAG - NATURAL MATERIAL: Our tea bags are thoughtfully crafted using biodegradable materials, allowing you to enjoy your favorite brew while minimizing your ecological footprint. ☘️☘️**PRICE 8000 ☘️☘️SIZE 135 Tea Bags ** ** ** 📞በ **0911410443** ይደውሉልንt! 🌺🌺**Address: Dembel City Center 1st flor , Shop No. 124🌺🌺** ☘️unlock_your_natural_beauty☘️",8000,0911410443,"**Address: Dembel City Center 1st flor , Shop No. 124🌺🌺**",2025-10-07 10:58:25,@samia_s,https://t.me/Yetal_Search/686,686,2025-10-11 06:27:07
"🍇Evening Time Detox Tea** 🍇** FreshDrinkUS Evening Time Detox"" is an herbal tea blend designed for n","🍇Evening Time Detox Tea** 🍇** FreshDrinkUS Evening Time Detox"" is an herbal tea blend designed for nighttime use, containing ingredients like Senna, peppermint, chamomile, licorice, and ginger, which are traditionally used for relaxation and digestion. it is a caffeine-free, non-GMO, and natural product that supports body balance and a restful night's sleep ☘️☘️**PRICE 5500 ☘️☘️SIZE 30 Tea Bags ** ** ** 📞በ **0911410443** ይደውሉልንt! 🌺🌺**Address: Dembel City Center 1st flor , Shop No. 124🌺🌺** ☘️unlock_your_natural_beauty☘️",5500,0911410443,"**Address: Dembel City Center 1st flor , Shop No. 124🌺🌺**",2025-10-07 10:58:24,@samia_s,https://t.me/Yetal_Search/680,680,2025-10-11 06:27:07
🍇**Chromium Picolinate 🍇** **Chromium picolinate** is a mineral supplement that may support blood su,"🍇**Chromium Picolinate 🍇** **Chromium picolinate** is a mineral supplement that may support blood sugar control and insulin sensitivity, and potentially improve cholesterol levels. It is also sometimes used to assist with weight loss, reduce cravings, and **may have benefits for metabolic syndrome and Polycystic Ovary Syndrome (PCOS).** However, most people can get enough chromium from their diet, and more research is needed to confirm the extent of its benefits for these conditions. ☘️☘️**PRICE 3500 ☘️☘️SIZE 240 Tablets** ** ** 📞በ **0911410443** ይደውሉልንt! 🌺🌺**Address: Dembel City Center 1st flor , Shop No. 124🌺🌺** ☘️unlock_your_natural_beauty☘️",3500,0911410443,"**Address: Dembel City Center 1st flor , Shop No. 124🌺🌺**",2025-10-07 10:58:24,@samia_s,https://t.me/Yetal_Search/675,675,2025-10-11 06:27:07
"🍇**Bioactive milk peptides 🍇** Bioactive milk peptides offer a wide range of health benefits, includ","🍇**Bioactive milk peptides 🍇** Bioactive milk peptides offer a wide range of health benefits, including improving cardiovascular health, lowering blood pressure, and acting as antioxidants. They also contribute to better gut health with anti-microbial and digestive effects, and support the immune system through immunomodulatory actions. Additionally, these peptides are noted for their potential in stress and sleep management, helping with relaxation and promoting restful sleep patterns. Further benefits include potential anti-cancer properties and improvements in bone and metabolic health, with potential roles in regulating blood glucose levels ☘️☘️**PRICE 4500 ☘️☘️SIZE 30 **Capsules ** ** 📞በ **0911410443** ይደውሉልንt! 🌺🌺**Address: Dembel City Center 1st flor , Shop No. 124🌺🌺** ☘️unlock_your_natural_beauty☘️",4500,0911410443,"**Address: Dembel City Center 1st flor , Shop No. 124🌺🌺**",2025-10-07 10:58:22,@samia_s,https://t.me/Yetal_Search/670,670,2025-10-11 06:27:07
🍇**Swanson L-Tyrosine ** **🍇** Help support a healthy mind by feeding your brain Swanson L-Tyrosine!,"🍇**Swanson L-Tyrosine ** **🍇** Help support a healthy mind by feeding your brain Swanson L-Tyrosine! A key component of vital brain chemicals, L-tyrosine plays an important role in maintaining healthy mental function. L-tyrosine supports the production of the neurotransmitters norepinephrine and dopamine, both of which may be depleted by stress. Supplementing with L-tyrosine can help restore feelings of focus and mental alertness. ☘️☘️**PRICE 5000 ☘️☘️SIZE 100 **Capsules ** ** 📞በ **0911410443** ይደውሉልንt! 🌺🌺**Address: Dembel City Center 1st flor , Shop No. 124🌺🌺** ☘️unlock_your_natural_beauty☘️",5000,0911410443,"**Address: Dembel City Center 1st flor , Shop No. 124🌺🌺**",2025-10-07 10:58:22,@samia_s,https://t.me/Yetal_Search/668,668,2025-10-11 06:27:07
🍇**N-acetylcysteine (NAC) ** **🍇** **Nutricost's NAC supplement uses the N-acetylcysteine (NAC) **in,"🍇**N-acetylcysteine (NAC) ** **🍇** **Nutricost's NAC supplement uses the N-acetylcysteine (NAC) **ingredient to provide powerful antioxidant and anti-inflammatory benefits, supporting cellular health by increasing glutathione production to neutralize free radicals. Users take Nutricost NAC for general health support, including immune function, as well as for specific uses such as reducing mucus in lung conditions, supporting detoxification and liver health, and helping with symptoms of certain mental health disorders like OCD and depression. ☘️☘️**PRICE 5000 ☘️☘️SIZE 120 **Capsules ** ** 📞በ **0911410443** ይደውሉልንt! 🌺🌺**Address: Dembel City Center 1st flor , Shop No. 124🌺🌺** ☘️unlock_your_natural_beauty☘️",5000,0911410443,"**Address: Dembel City Center 1st flor , Shop No. 124🌺🌺**",2025-10-07 10:58:21,@samia_s,https://t.me/Yetal_Search/664,664,2025-10-11 06:27:07
🍇**KERILL OIL** **🍇** Micro Ingredients Antarctic Krill Oil with Omega 3- 300 softgels Krill oil ben,"🍇**KERILL OIL** **🍇** Micro Ingredients Antarctic Krill Oil with Omega 3- 300 softgels Krill oil benefits include supporting heart and brain health, its potent anti-inflammatory and antioxidant properties, and potential relief from premenstrual syndrome (PMS) symptoms and dry eyes. Rich in omega-3s (EPA and DHA), the phospholipid structure of krill oil offers high bioavailability, while its natural astaxanthin provides antioxidant and anti-inflammatory effects that may improve [cholesterol levels](https://www.google.com/search?sca_esv=6d56a4b81d83c992&rlz=1CDGOYI_enET1076ET1076&hl=en-US&cs=0&sxsrf=AE3TifNOiBTXicTw5KFjaQR0JHn2L0MiBg%3A1759738597579&q=cholesterol+levels&sa=X&ved=2ahUKEwjEiYePkY-QAxXcQ6QEHYDQKWwQxccNegQIBRAB&mstk=AUtExfCc9bjFEfEZ0blLqazTFwMa52kgA95LF8igz7HsX6bKQfyRYtMl-77rIMI5HjsuR10ELYTMu-h3NS7PKcfUjV7o_Vkl0xCEdQfy82QUV4NqmHcg7yozR_v8t3Ngejb9-C2s2M0H3L-9YnXWIejAUsg_WpkzxLS7uuoupSXDk4m-Lrn6yK08KlEKDxJnJoPMVHgWDjCnOIk-mQCdb04kMJfyYS_x7KIXwokm11BjfuSdrSv4LEqwlqbRDko-Rk7R9wmMs8K4YnTeprwvZ0yU0cVr&csui=3) and protect against cell damage. ☘️☘️**PRICE 10,500 ☘️☘️SIZE 300 softgels ** 📞በ **0911410443** ይደውሉልንt! 🌺🌺**Address: Dembel City Center 1st flor , Shop No. 124🌺🌺** ☘️unlock_your_natural_beauty☘️",10500,0911410443,"**Address: Dembel City Center 1st flor , Shop No. 124🌺🌺**",2025-10-07 10:58:20,@samia_s,https://t.me/Yetal_Search/660,660,2025-10-11 06:27:07
"🍇**Glutathione 500 mg🍇** ** **NOW Foods Supplements, Glutathione 500 mg, With Milk Thistle Extract &","🍇**Glutathione 500 mg🍇** ** **NOW Foods Supplements, Glutathione 500 mg, With Milk Thistle Extract & Alpha Lipoic Acid, Free Radical Neutralizer*, 60 Veg Capsules ☘️☘️**PRICE ☘️☘️SIZE 60** **Capsule** ** ** 📞በ **0911410443** ይደውሉልንt! 🌺🌺**Address: Dembel City Center 1st flor , Shop No. 124🌺🌺** ☘️unlock_your_natural_beauty☘️",,0911410443,"**Address: Dembel City Center 1st flor , Shop No. 124🌺🌺**",2025-10-07 10:58:20,@samia_s,https://t.me/Yetal_Search/657,657,2025-10-11 06:27:07
🍇**Montale Chocolate Greedy 🍇** ** **Lovers of gourmand fragrances will delight at the smell of the ,"🍇**Montale Chocolate Greedy 🍇** ** **Lovers of gourmand fragrances will delight at the smell of the Chocolate Greedy eau de parfum from Montale. With each spray, you'll immerse yourself in a mouth-watering world of orange, cacao cream and vanilla – essentially, you'll be presented with the perfect opportunity to smell like your favourite pleasure: a rich, ganache-filled truffle. ☘️☘️**PRICE ☘️☘️SIZE 100 ML ** 📞በ **0911410443** ይደውሉልንt! 🌺🌺**Address: Dembel City Center 1st flor , Shop No. 124🌺🌺** ☘️unlock_your_natural_beauty☘️",,0911410443,"**Address: Dembel City Center 1st flor , Shop No. 124🌺🌺**",2025-10-07 10:58:19,@samia_s,https://t.me/Yetal_Search/654,654,2025-10-11 06:27:07
